,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
357,Santa Cruz de La Palma,20,ES,1669581284,68,28.6835,-17.7642,72.14,10.36
358,Pitimbu,13,BR,1669581286,73,-7.4706,-34.8086,82.99,10.69
359,Borovoy,0,RU,1669581287,76,55.4333,86.0833,-20.92,6.71
360,Saint-Philippe,7,RE,1669581289,73,-21.3585,55.7679,71.19,6.67
361,Grindavik,0,IS,1669581290,87,63.8424,-22.4338,36.07,12.66
362,Alofi,75,NU,1669581291,78,-19.0595,-169.9187,80.49,10.36
363,Saint-Augustin,100,CA,1669581293,90,51.226,-58.6502,31.6,10.65
364,Codrington,100,AU,1669581294,84,-38.2667,141.9667,49.75,10.02
365,Port Hardy,75,CA,1669581073,81,50.6996,-127.4199,42.98,9.22
366,Chumikan,21,RU,1669581297,83,54.7183,135.315,-3.26,17.81
367,Acapulco de Juárez,75,MX,1669581268,70,16.8634,-99.8901,85.82,6.91
368,Meulaboh,90,ID,1669581299,87,4.1363,96.1285,75.7,2.19
369,Mayo,100,US,1669581300,94,38.8876,-76.5119,62.26,11.5
370,Shelburne,100,CA,1669581302,95,44.0787,-80.2041,38.23,6.24
371,Burnie,97,AU,1669581304,85,-41.0667,145.9167,48.94,10.51
372,Vila Velha,100,BR,1669581165,94,-20.3297,-40.2925,75.15,17.27
373,Lincoln,0,US,1669581300,45,40.8,-96.667,45.97,11.5
374,Naze,100,JP,1669581307,77,28.3667,129.4833,70.72,14.94
375,Gemeente Tiel,100,NL,1669581151,94,51.8833,5.4333,45.01,8.99
376,Atambua,100,ID,1669581310,85,-9.1061,124.8925,74.26,0.87
377,Gold Coast,95,AU,1669581150,82,-28.0,153.4333,78.01,8.05
378,Vytegra,100,RU,1669581313,91,61.0064,36.4481,17.42,8.01
379,Homer,0,US,1669581256,59,59.6425,-151.5483,26.47,10.36
380,Kutum,80,SD,1669581316,21,14.2,24.6667,65.55,3.8
381,Laas,99,IT,1669581317,61,46.6166,10.7002,38.35,1.48
382,Gornopravdinsk,93,RU,1669581319,92,60.05,69.9,-6.68,6.13
383,Shahreza,5,IR,1669581320,54,32.0339,51.8794,49.6,2.44
384,Mill Valley,100,US,1669581125,58,37.906,-122.545,66.9,0.38
385,Mogadishu,100,SO,1669581120,77,2.0371,45.3438,80.24,12.44
386,Bahía Solano,100,CO,1669581324,92,6.2262,-77.4044,76.37,7.34
387,Buraidah,80,SA,1669581325,42,26.326,43.975,72.05,11.16
388,Faanui,18,PF,1669581327,75,-16.4833,-151.75,79.05,13.22
389,Xichang,0,CN,1669581328,74,27.8964,102.2634,44.56,0.85
390,Haverhill,100,US,1669581330,53,42.7762,-71.0773,54.07,4.61
391,Arrondissement de Mayenne,100,FR,1669581215,95,48.3333,-0.6667,49.44,5.23
392,Alta Floresta,40,BR,1669581332,100,-9.8756,-56.0861,76.82,2.3
393,Fayaoué,54,NC,1669581334,78,-20.65,166.5333,78.6,8.86
394,Arrondissement du Havre,100,FR,1669581335,100,49.5833,0.3333,50.4,4.61
395,Kyabé,43,TD,1669581336,26,9.4515,18.9449,78.84,3.06
396,High Level,100,CA,1669581303,79,58.5169,-117.136,14.11,12.66
397,Paeroa,92,NZ,1669581339,56,-37.3667,175.6667,64.26,10.92
398,Eureka,7,US,1669581340,65,40.8021,-124.1637,56.19,4.0
399,Sioux Lookout,100,CA,1669581342,64,50.1001,-91.917,28.47,3.44
400,Sikonge,99,TZ,1669581343,60,-5.6333,32.7667,71.35,1.23
401,San Vicente,66,AR,1669581172,85,-26.6167,-54.1333,68.0,7.09
402,Nikolskoye,98,RU,1669581346,96,59.7035,30.7861,24.69,4.85
403,Kungurtug,100,RU,1669581347,99,50.5994,97.5228,-24.59,1.21
404,Kidal,100,ML,1669581348,16,18.4411,1.4078,75.09,8.48
405,Kamaishi,4,JP,1669581350,70,39.2667,141.8833,41.25,5.3
406,Manaure,98,CO,1669581351,72,11.7751,-72.4445,83.73,14.5
407,Janaúba,76,BR,1669581353,83,-15.8025,-43.3089,74.86,4.85
408,Makakilo City,0,US,1669581354,60,21.3469,-158.0858,78.69,9.22
409,Batesville,100,US,1669581355,66,35.7698,-91.641,54.01,5.75
410,Darovskoy,70,RU,1669581357,98,58.77,47.9564,6.62,2.62
411,Beloha,81,MG,1669581358,72,-25.1667,45.05,74.14,4.43
412,Bantou,90,CN,1669581360,95,26.2151,117.4893,66.61,1.19
413,Faya,2,SA,1669581361,64,18.3851,42.4509,55.51,2.3
414,Batemans Bay,100,AU,1669581363,94,-35.7167,150.1833,61.11,3.94
415,Kangaatsiaq,89,GL,1669581364,89,68.3065,-53.4641,16.63,7.74
416,Saint George,0,US,1669581287,35,37.1041,-113.5841,54.43,4.61
417,Touros,84,BR,1669581367,76,-5.1989,-35.4608,78.78,12.86
418,Zhuhai,40,CN,1669581369,94,22.2769,113.5678,76.78,10.36
419,Caravelas,100,BR,1669581370,96,-17.7125,-39.2481,74.57,9.15
420,Beringovskiy,100,RU,1669581372,82,63.05,179.3167,23.25,10.87
421,Mikuni,100,JP,1669581373,55,36.2171,136.1519,46.31,5.12
422,Kralendijk,40,BQ,1669581375,70,12.15,-68.2667,84.18,14.97
423,Tshane,17,BW,1669581376,54,-24.0196,21.8684,72.52,4.07
424,Imperial,2,US,1669581377,15,33.0334,-115.4175,76.44,1.3
425,Houma,0,US,1669581156,56,29.5958,-90.7195,77.0,16.11
426,Cockburn Town,40,TC,1669581380,65,21.4612,-71.1419,82.36,6.91
427,Ostrovnoy,96,RU,1669581382,84,68.0531,39.5131,25.29,22.17
428,Kon Tum,26,VN,1669581383,97,14.35,108.0,67.1,1.19
429,Warka,92,PL,1669581385,96,51.7843,21.1909,37.0,4.61
430,Goderich,100,CA,1669581386,93,43.7501,-81.7165,40.91,13.8
431,Chapada dos Guimarães,0,BR,1669581387,20,-15.4606,-55.7497,89.26,5.79
432,Yangi Marg`ilon,100,UZ,1669581389,93,40.4272,71.7189,38.12,2.3
433,Buala,77,SB,1669581390,80,-8.145,159.5921,81.97,5.17
434,Liverpool,0,GB,1669581223,92,53.4106,-2.9779,47.98,5.75
435,Salalah,0,OM,1669581393,78,17.0151,54.0924,75.29,3.44
436,Hasaki,100,JP,1669581394,58,35.7333,140.8333,43.2,4.45
437,Isfana,4,KG,1669581395,43,39.8386,69.5306,28.96,9.75
438,Cabangahan,85,PH,1669581397,80,9.0781,122.9469,79.16,6.78
439,Karaton,96,ID,1669581398,93,-6.3424,106.1045,73.56,2.51
440,Vallenar,0,CL,1669581399,41,-28.5708,-70.7581,80.56,8.23
441,Epe,17,NG,1669581401,84,6.5841,3.9834,78.89,6.2
442,Pocking,15,DE,1669581402,92,48.4,13.3167,38.95,5.73
443,Atmakūr,12,IN,1669581404,69,15.8833,78.5833,68.43,5.19
444,La Unión,60,PE,1669581405,49,-5.4,-80.75,80.85,15.97
445,Benjamín Aceval,0,PY,1669581406,55,-24.9667,-57.5667,91.6,7.07
446,West Linton,100,GB,1669581408,85,55.7497,-3.3561,46.29,11.48
447,Mayumba,97,GA,1669581409,85,-3.432,10.6554,77.32,3.47
448,Kinkala,100,CG,1669581410,95,-4.3614,14.7644,70.93,2.24
449,Palu,98,ID,1669581412,93,-0.8917,119.8707,74.44,2.8
450,Amambai,70,BR,1669581413,68,-23.1042,-55.2258,77.94,4.83
451,Iquique,26,CL,1669581157,71,-20.2208,-70.1431,69.84,10.58
452,Pombal,99,BR,1669581415,27,-6.7703,-37.8017,92.57,7.81
453,Sinnamary,94,GF,1669581417,85,5.3833,-52.95,78.85,8.57
454,Santa Cruz de la Sierra,20,BO,1669581418,22,-17.8,-63.1667,101.66,8.05
455,Ankazobe,10,MG,1669581419,68,-18.3167,47.1167,63.18,3.87
456,Koshurnikovo,100,RU,1669581421,100,54.1667,93.3,-15.34,2.3
457,Kutiyāna,0,IN,1669581422,35,21.6233,69.9817,69.26,6.4
458,Gaurnadi,1,BD,1669581423,60,22.9667,90.2333,65.8,4.99
459,Zhezkazgan,89,KZ,1669581425,31,47.8043,67.7144,11.44,17.69
460,Poum,56,NC,1669581426,78,-20.2333,164.0167,79.25,14.58
461,Neiafu,40,TO,1669581428,83,-18.65,-173.9833,83.08,11.5
462,Warangal,0,IN,1669581429,49,18.0,79.5833,61.59,1.83
463,Arrondissement de Vire,100,FR,1669581430,98,48.9167,-0.8333,49.39,7.74
464,Mayya,95,RU,1669581432,100,61.7333,130.2811,-41.69,2.68
465,Namatanai,87,PG,1669581433,71,-3.6667,152.4333,82.38,4.72
466,Hūn,91,LY,1669581434,71,29.1268,15.9477,57.15,25.97
467,Matamoros,0,MX,1669581421,15,25.5333,-103.25,76.1,0.0
468,Amahai,100,ID,1669581437,83,-3.3333,128.9167,78.4,4.45
469,Shimoda,100,JP,1669581438,78,34.6667,138.95,53.1,4.9
470,Jacareacanga,100,BR,1669581440,67,-6.2222,-57.7528,85.48,0.51
471,Conakry,100,GN,1669581441,65,9.538,-13.6773,81.72,6.73
472,Akom,93,CM,1669581442,94,2.6678,12.7109,67.96,2.75
473,Orlik,97,RU,1669581444,86,52.5178,99.825,-26.93,3.74
474,Khāsh,7,IR,1669581445,25,28.2211,61.2158,53.19,2.42
475,Okhotsk,66,RU,1669581446,83,59.3833,143.3,-5.1,25.28
476,Russell,0,US,1669581448,45,32.3502,-85.1999,69.4,10.36
477,Pamanukan,100,ID,1669581449,83,-6.2842,107.8106,78.26,1.92
478,Havre-St-Pierre,100,CA,1669581450,87,50.2334,-63.5986,37.4,8.05
479,Rio Grande,0,BR,1669581452,81,-32.035,-52.0986,80.71,14.5
480,Inuvik,75,CA,1669581429,76,68.3499,-133.7218,-15.74,2.3
481,Berbera,48,SO,1669581454,78,10.4396,45.0143,77.52,6.31
482,Sicamous,35,CA,1669581456,76,50.8331,-118.9856,38.37,4.54
483,Ambon City,40,ID,1669581457,94,-3.6954,128.1814,75.34,3.44
484,Kondopoga,100,RU,1669581459,89,62.2057,34.2614,15.48,3.38
485,Concarneau,89,FR,1669581460,83,47.875,-3.9225,54.82,14.12
486,Progreso,65,MX,1669581461,63,21.2833,-89.6667,88.11,11.63
487,Tegul'det,100,RU,1669581463,94,57.3064,88.1667,-8.63,7.92
488,São João da Barra,88,BR,1669581464,93,-21.6403,-41.0511,75.29,19.89
489,Provincie Utrecht,100,NL,1669581307,95,52.0,5.25,45.09,3.0
490,San Patricio,0,US,1669581467,55,28.017,-97.5169,80.19,2.64
491,Ruteng,100,ID,1669581468,91,-8.6136,120.4721,64.15,0.74
492,Chitipa,47,MW,1669581470,63,-9.7024,33.2697,68.43,2.24
493,Mbour,0,SN,1669581471,50,14.422,-16.9638,76.05,15.01
494,Almaznyy,100,RU,1669581472,96,48.0448,40.045,33.31,7.81
495,Orotukan,100,RU,1669581474,99,62.2667,151.7,-17.93,4.83
496,Yulara,71,AU,1669581475,24,-25.2406,130.9889,70.99,12.03
497,Gratia,100,RO,1669581476,69,44.4333,25.45,42.51,5.59
498,Rochester,100,US,1669581478,93,43.1548,-77.6156,46.4,12.66
499,Mujiayingzi,87,CN,1669581479,55,42.1167,118.7833,23.85,5.08
500,Mount Gambier,100,AU,1669581481,82,-37.8333,140.7667,51.98,7.87
501,Bambanglipuro,100,ID,1669581408,95,-7.95,110.2833,74.68,2.13
502,Bonoua,25,CI,1669581483,84,5.2741,-3.595,80.22,5.5
503,Ballina,99,AU,1669581485,88,-28.8667,153.5667,69.78,6.87
504,Indi,3,IN,1669581486,56,17.1667,75.9667,71.92,8.77
505,Quelimane,0,MZ,1669581488,83,-17.8786,36.8883,80.55,17.27
506,Uiraúna,99,BR,1669581489,32,-6.5183,-38.4122,89.85,5.53
507,Cristalina,94,BR,1669581491,59,-16.7686,-47.6136,72.3,2.93
508,Bandarbeyla,46,SO,1669581492,75,9.4942,50.8122,78.31,17.45
509,Kumano,100,JP,1669581493,74,34.3442,132.5894,50.92,2.66
510,Nouadhibou,0,MR,1669581495,77,20.931,-17.0347,67.98,18.41
511,Ancuya,100,CO,1669581496,96,1.2703,-77.5157,82.15,4.61
512,Porto Walter,67,BR,1669581498,30,-8.2686,-72.7439,96.51,2.66
513,Kupang,97,ID,1669581499,79,-10.1667,123.5833,80.08,3.36
514,Kinsale,40,IE,1669581501,93,51.7075,-8.5306,45.77,12.66
515,Norman Wells,100,CA,1669581332,71,65.282,-126.8329,1.44,14.97
516,Muros,10,ES,1669581503,93,42.7762,-9.0603,49.68,11.65
517,Río Gallegos,0,AR,1669581505,32,-51.6226,-69.2181,64.45,21.85
518,Wattegama,95,LK,1669581506,94,6.7989,81.4808,72.54,2.33
519,Half Moon Bay,40,US,1669581508,62,37.4636,-122.4286,69.48,5.75
520,Obo,95,CF,1669581509,62,5.3998,26.4869,71.38,4.72
521,Puerto Suárez,20,BO,1669581510,29,-18.95,-57.8,95.56,10.36
522,Trat,93,TH,1669581512,97,12.5,102.5,80.91,2.1
523,Rodeo,0,US,1669581513,57,38.033,-122.2669,68.25,4.61
524,Nantucket,40,US,1669581251,83,41.2835,-70.0995,57.34,9.22
525,Minna,0,NG,1669581289,39,9.6139,6.5569,80.31,2.3
526,Honiara,84,SB,1669581516,81,-9.4333,159.95,81.27,3.36
527,Clifton,100,US,1669581324,90,40.8584,-74.1638,50.4,10.36
528,Waingapu,98,ID,1669581519,83,-9.6567,120.2641,79.68,3.49
529,Derzhavīnsk,41,KZ,1669581520,73,51.1,66.3167,-2.56,15.82
530,Qax,86,AZ,1669581522,86,41.4225,46.9242,43.79,1.68
531,Milove,100,UA,1669581524,77,49.3787,40.1302,32.99,8.86
532,Am Timan,60,TD,1669581525,21,11.0297,20.2827,78.98,4.41
533,Ketchikan,20,US,1669581526,75,55.3422,-131.6461,36.07,8.05
534,Bilma,94,NE,1669581528,30,18.6853,12.9164,69.64,6.4
535,Halifax,96,CA,1669581420,73,44.6453,-63.5724,46.4,12.66
536,Agüimes,20,ES,1669581530,83,27.9054,-15.4461,69.66,17.27
537,Portland,100,US,1669581406,95,45.5234,-122.6762,47.57,6.91
538,Springbok,9,ZA,1669581533,25,-29.6643,17.8865,69.55,4.97
539,Bodden Town,20,KY,1669581534,70,19.2833,-81.25,86.0,13.8
540,Puerto Escondido,57,MX,1669581536,67,15.85,-97.0667,84.34,6.42
541,Pinega,100,RU,1669581537,93,64.7001,43.3936,10.99,6.82
542,Liwale,1,TZ,1669581538,83,-9.7667,37.9333,69.98,5.88
543,Mossamedes,100,AO,1669581540,84,-15.1961,12.1522,69.98,6.76
544,Sabha,31,LY,1669581541,47,27.0377,14.4283,56.68,13.06
545,Kudahuvadhoo,100,MV,1669581542,73,2.6708,72.8944,80.56,8.79
546,Almeirim,89,BR,1669581544,57,-1.5233,-52.5817,85.1,1.74
547,Khromtau,100,KZ,1669581545,81,50.2503,58.4347,11.66,15.08
548,Fukuechō,89,JP,1669581546,71,32.6881,128.8419,66.96,22.82
549,Kendari,79,ID,1669581548,92,-3.945,122.4989,75.33,2.57
550,Boma,98,GH,1669581549,63,7.0805,-2.1697,78.28,3.04
551,Nemuro,56,JP,1669581551,71,43.3236,145.575,36.14,9.93
552,Erenhot,94,CN,1669581552,53,43.6475,111.9767,27.05,19.62
553,Longview,0,US,1669581412,56,32.5007,-94.7405,66.45,5.75
554,Acajutla,98,SV,1669581555,76,13.5928,-89.8275,81.63,3.42
555,Macao,40,MO,1669581556,94,22.2006,113.5461,76.8,10.36
556,Panguna,100,PG,1669581558,91,-6.3164,155.4848,71.47,1.43
557,Srandakan,100,ID,1669581559,95,-7.9386,110.2506,74.82,2.08
558,Yar-Sale,89,RU,1669581560,96,66.8333,70.8333,-3.87,4.76
559,Batangafo,23,CF,1669581562,32,7.3008,18.2833,75.63,0.96
560,Ilaya,64,PH,1669581563,86,5.8153,125.2267,76.57,4.0
561,Omboué,100,GA,1669581565,85,-1.5746,9.2618,77.5,4.18
562,Ust'-Ordynskiy,100,RU,1669581566,85,52.805,104.7508,-12.93,9.98
563,College,75,US,1669581341,85,64.8569,-147.8028,9.59,0.0
564,Jiuquan,97,CN,1669581569,78,39.7432,98.5174,6.04,7.49
565,Talcahuano,100,CL,1669581315,88,-36.7167,-73.1167,58.68,9.22
